ComponentType,Currency,CurrencyAmount,Date
invoice,GBP,273,2016-02-27 14:30:17
invoice,EUR,460,2016-12-17 22:13:00
order,EUR,693,2016-07-08 19:49:21
invoice,GBP,426,2016-01-29 06:40:27
invoice,GBP,650,2016-08-13 08:35:12
invoice,GBP,232,2016-04-30 22:15:21
order,USD,782,2016-06-26 04:57:06
return,GBP,298,2016-05-31 07:21:22
invoice,GBP,387,2016-01-02 20:02:46
order,EUR,776,2016-12-08 15:33:33
invoice,USD,57,2016-01-22 03:56:56
return,EUR,851,2016-08-11 12:57:22
order,GBP,960,2016-01-01 17:17:25
order,GBP,217,2016-04-29 16:44:03
invoice,GBP,673,2016-03-02 10:12:03
invoice,USD,132,2016-05-26 00:55:36
order,USD,727,2016-01-07 12:00:43
order,EUR,416,2016-10-18 17:01:55
invoice,GBP,22,2016-03-08 15:06:00
return,EUR,780,2016-12-05 19:05:10
return,GBP,942,2016-03-01 14:53:37
order,GBP,48,2016-12-10 11:14:07
order,EUR,519,2016-08-06 14:27:36
order,GBP,967,2016-08-11 20:48:59
return,GBP,155,2016-07-30 10:09:38
return,GBP,876,2016-09-06 23:04:04
order,GBP,674,2016-09-02 07:01:25
return,GBP,477,2016-03-19 18:13:31
return,GBP,139,2016-07-17 00:12:35
return,EUR,425,2016-04-30 02:31:50
return,EUR,982,2016-07-26 07:30:32
return,GBP,782,2016-09-13 14:06:33
invoice,EUR,773,2016-05-29 11:56:25
invoice,GBP,153,2016-01-21 18:11:44
return,EUR,254,2016-01-26 15:41:50
return,GBP,785,2016-11-28 13:30:58
invoice,USD,228,2016-03-05 16:38:22
order,USD,415,2016-08-20 23:27:05
return,USD,696,2016-03-13 02:30:41
invoice,GBP,143,2016-01-02 20:54:27
return,GBP,648,2016-08-10 07:27:16
invoice,EUR,256,2016-12-26 03:41:39
order,USD,828,2016-03-11 06:16:39
invoice,GBP,147,2016-02-20 13:24:22
order,EUR,526,2016-06-19 00:33:25
invoice,EUR,870,2016-02-27 17:56:06
order,EUR,262,2016-12-20 00:04:58
return,GBP,417,2016-06-23 08:35:57
order,USD,111,2016-01-16 15:09:23
return,EUR,442,2016-03-30 17:09:50
order,USD,253,2016-05-06 07:07:09
return,GBP,929,2016-02-14 20:17:45
order,EUR,353,2016-07-15 22:22:30
return,GBP,187,2016-09-12 04:56:11
invoice,EUR,560,2016-06-01 18:24:06
order,EUR,286,2016-03-07 23:03:01
order,GBP,674,2016-01-15 18:12:19
order,EUR,962,2016-02-21 08:03:44
order,EUR,430,2016-06-20 19:13:35
return,GBP,990,2016-05-20 23:34:42
return,GBP,673,2016-04-21 07:16:35
invoice,USD,805,2016-10-13 08:45:43
return,GBP,109,2016-10-04 18:44:24
order,EUR,946,2016-04-13 22:59:39
invoice,USD,163,2016-05-19 21:24:20
return,USD,950,2016-02-20 03:12:40
return,USD,735,2016-12-19 01:03:28
order,EUR,940,2016-12-22 13:08:27
order,USD,433,2016-07-27 09:51:53
order,EUR,868,2016-06-20 14:23:26
order,GBP,727,2016-02-20 13:37:56
return,GBP,368,2016-10-03 16:55:27
order,USD,392,2016-11-11 08:47:12
order,GBP,776,2016-03-27 18:52:45
invoice,GBP,189,2016-11-27 13:09:41
return,USD,896,2016-11-19 23:07:30
invoice,GBP,700,2016-11-08 01:08:24
order,EUR,140,2016-10-02 02:16:45
order,GBP,504,2016-12-31 15:38:04
invoice,EUR,630,2016-10-13 09:35:46
invoice,GBP,436,2016-03-05 14:07:43
invoice,USD,551,2016-12-02 21:56:20
return,USD,291,2016-01-24 13:12:45
invoice,GBP,639,2016-01-08 07:55:24
return,EUR,339,2016-11-27 01:17:32
return,GBP,298,2016-03-07 15:46:17
return,EUR,554,2016-07-30 19:38:18
invoice,EUR,86,2016-07-20 14:27:31
return,USD,908,2016-12-09 02:20:11
order,GBP,261,2016-07-14 01:31:18
return,USD,958,2016-07-11 01:52:58
order,GBP,223,2016-07-19 15:37:48
order,EUR,553,2016-06-11 17:59:09
order,EUR,655,2016-01-25 15:32:28
invoice,USD,639,2016-05-27 10:11:34
invoice,EUR,990,2016-12-29 19:32:52
invoice,USD,965,2016-05-25 04:31:04
return,USD,122,2016-05-03 00:09:53
invoice,GBP,813,2016-01-17 01:24:15
return,GBP,127,2016-08-05 06:23:07
return,USD,807,2016-11-17 09:39:24
invoice,EUR,932,2016-10-15 04:24:36
invoice,GBP,460,2016-09-07 09:33:03
invoice,EUR,479,2016-03-19 11:29:33
invoice,EUR,13,2016-01-15 18:10:04
return,GBP,30,2016-08-21 12:29:48
invoice,GBP,232,2016-01-30 06:23:47
invoice,GBP,54,2016-05-03 02:35:33
order,USD,964,2016-12-14 17:44:21
invoice,EUR,107,2016-01-17 10:44:07
order,GBP,288,2016-12-11 21:32:10
return,USD,67,2016-12-23 01:26:18
return,USD,243,2016-06-18 19:02:21
return,GBP,871,2016-03-02 14:04:14
return,USD,509,2016-11-18 01:54:35
order,GBP,730,2016-05-12 17:12:33
return,EUR,976,2016-08-01 11:00:08
invoice,EUR,586,2016-12-31 23:45:44
invoice,EUR,272,2016-05-06 10:59:44
invoice,USD,140,2016-06-18 05:43:42
return,EUR,439,2016-04-04 04:38:00
order,GBP,340,2016-12-30 18:10:03
order,EUR,229,2016-09-28 22:40:52
invoice,GBP,137,2016-04-25 11:00:15
order,GBP,915,2016-02-07 13:46:23
invoice,GBP,527,2016-06-02 23:54:55
order,USD,614,2016-01-06 06:06:05
invoice,EUR,338,2016-01-18 11:07:20
return,USD,149,2016-12-26 11:40:55
return,GBP,828,2016-08-13 20:21:02
order,USD,712,2016-02-27 18:30:31
invoice,USD,416,2016-08-09 01:28:54
order,USD,552,2016-04-25 13:59:28
order,USD,21,2016-02-16 13:03:37
order,EUR,428,2016-10-21 08:35:41
return,GBP,649,2016-05-17 20:38:11
return,EUR,875,2016-10-13 15:27:38
invoice,USD,619,2016-12-26 04:12:08
return,GBP,275,2016-06-05 21:32:36
invoice,USD,336,2016-02-07 16:49:36
return,USD,444,2016-08-18 12:35:15
invoice,USD,361,2016-11-09 00:05:06
order,GBP,524,2016-05-16 20:14:51
return,GBP,704,2016-02-20 10:47:53
invoice,GBP,263,2016-05-11 09:44:16
return,EUR,646,2016-07-04 12:36:22
invoice,GBP,648,2016-03-06 20:52:33
order,EUR,335,2016-02-17 18:36:31
order,GBP,143,2016-06-15 10:34:39
order,USD,348,2016-02-01 05:43:05
invoice,EUR,795,2016-01-30 08:21:19
order,USD,204,2016-11-17 13:39:57
return,GBP,395,2016-08-08 13:33:50
order,GBP,69,2016-05-01 20:00:32
order,EUR,410,2016-10-27 12:07:06
invoice,USD,344,2016-06-04 12:22:15
return,GBP,43,2016-02-11 21:18:40
return,EUR,690,2016-02-19 07:27:40
order,USD,401,2016-10-22 16:36:19
invoice,USD,991,2016-01-29 15:19:36
return,USD,579,2016-12-07 18:08:35
order,EUR,410,2016-12-11 00:47:36
invoice,EUR,182,2016-07-11 14:36:58
invoice,EUR,288,2016-03-26 19:05:36
invoice,GBP,960,2016-04-05 13:42:57
invoice,GBP,313,2016-05-18 13:51:52
invoice,USD,154,2016-08-06 04:14:11
invoice,USD,462,2016-10-10 14:28:05
invoice,EUR,562,2016-12-27 06:30:17
return,GBP,933,2016-04-16 08:21:51
return,GBP,219,2016-09-19 14:30:35
order,GBP,784,2016-06-02 09:37:32
invoice,USD,865,2016-09-24 11:44:43
order,EUR,941,2016-11-24 12:15:00
invoice,GBP,576,2016-07-13 06:02:41
invoice,GBP,253,2016-07-25 20:29:39
invoice,EUR,502,2016-01-15 17:51:53
invoice,GBP,509,2016-02-05 12:54:40
return,USD,485,2016-05-05 01:35:45
return,EUR,678,2016-10-06 21:53:53
invoice,USD,215,2016-02-21 00:44:54
return,GBP,881,2016-02-19 19:39:15
return,GBP,70,2016-03-20 21:36:52
invoice,EUR,643,2016-06-28 19:43:23
return,EUR,247,2016-12-13 22:47:23
order,USD,311,2016-02-29 03:05:07
invoice,USD,610,2016-04-04 05:09:00
order,GBP,235,2016-11-11 00:54:10
invoice,GBP,731,2016-02-19 14:03:18
order,EUR,343,2016-03-20 05:25:10
return,EUR,283,2016-09-07 12:26:28
invoice,EUR,572,2016-04-03 19:58:23
return,GBP,356,2016-02-13 13:17:03
order,USD,628,2016-05-15 05:24:37
invoice,EUR,70,2016-08-18 21:41:24
return,USD,476,2016-01-19 16:56:37
return,GBP,647,2016-12-23 03:53:12
invoice,EUR,326,2016-04-09 05:54:42
order,EUR,473,2016-11-07 11:31:33
order,EUR,786,2016-03-18 20:02:22
order,USD,705,2016-02-05 15:16:30
return,EUR,24,2016-08-11 19:15:29
order,GBP,95,2016-06-17 06:16:22
invoice,USD,956,2016-10-16 18:40:06
return,USD,701,2016-04-29 15:25:49
order,GBP,915,2016-09-14 20:59:26
invoice,USD,226,2016-05-05 00:45:20
return,EUR,50,2016-07-02 22:53:13
return,GBP,795,2016-04-28 13:20:33
invoice,GBP,170,2016-11-25 17:57:34
order,GBP,173,2016-09-26 00:47:42
invoice,EUR,286,2016-07-12 03:25:44
order,GBP,963,2016-12-14 16:21:51
order,USD,777,2016-03-17 18:22:24
return,GBP,636,2016-04-13 08:36:40
order,EUR,328,2016-12-03 01:14:36
order,EUR,689,2016-12-20 15:17:29
order,EUR,39,2016-05-29 02:45:18
order,USD,46,2016-12-26 02:51:16
invoice,EUR,568,2016-08-24 01:19:58
return,EUR,208,2016-05-12 11:02:29
invoice,EUR,145,2016-11-01 03:29:54
order,EUR,946,2016-08-16 09:02:40
return,GBP,539,2016-01-21 23:18:50
return,USD,190,2016-12-16 08:13:37
invoice,USD,651,2016-03-25 02:17:12
order,GBP,698,2016-04-29 05:25:25
invoice,USD,56,2016-01-29 23:09:08
invoice,USD,268,2016-03-01 18:31:48
order,GBP,504,2016-07-14 15:22:20
invoice,GBP,663,2016-02-03 14:23:08
return,USD,795,2016-04-25 13:19:36
order,EUR,706,2016-03-12 07:12:46
invoice,GBP,721,2016-03-23 09:41:52
return,USD,764,2016-01-16 02:42:38
invoice,USD,974,2016-07-27 22:54:41
order,GBP,858,2016-12-04 11:40:00
invoice,GBP,838,2016-07-24 22:43:16
invoice,USD,838,2016-05-10 22:41:58
order,GBP,155,2016-08-09 09:50:39
invoice,EUR,763,2016-10-01 15:47:16
return,GBP,298,2016-11-26 21:43:34
invoice,EUR,204,2016-08-17 08:00:23
order,GBP,120,2016-09-24 06:40:23
invoice,GBP,947,2016-10-19 21:09:13
invoice,USD,264,2016-04-27 05:05:11
order,USD,624,2016-10-09 01:43:03
return,EUR,564,2016-11-03 02:53:04
invoice,USD,646,2016-07-09 05:18:25
invoice,GBP,141,2016-03-06 16:56:37
return,EUR,427,2016-02-24 09:16:05
order,GBP,573,2016-02-09 19:49:07
invoice,GBP,199,2016-05-06 09:22:10
return,USD,868,2016-08-09 16:14:59
return,GBP,738,2016-08-17 04:08:38
invoice,EUR,689,2016-02-28 00:40:18
return,USD,920,2016-03-11 11:08:00
invoice,EUR,502,2016-08-25 19:50:28
return,GBP,806,2016-09-10 13:33:40
return,EUR,582,2016-09-20 04:15:07
invoice,EUR,574,2016-05-14 09:48:38
order,EUR,204,2016-01-14 08:06:48
order,GBP,754,2016-12-31 11:47:39
invoice,EUR,395,2016-10-24 07:34:14
return,EUR,868,2016-05-20 01:14:59
order,USD,447,2016-05-31 15:43:31
return,EUR,786,2016-07-24 07:41:42
order,USD,960,2016-08-25 01:34:15
invoice,USD,108,2016-08-16 01:10:08
invoice,EUR,811,2016-07-14 01:13:20
return,USD,617,2016-03-09 03:25:43
return,USD,104,2016-09-22 18:57:18
invoice,USD,801,2016-01-19 23:57:12
order,EUR,82,2016-11-30 13:54:02
invoice,GBP,205,2016-11-25 18:36:14
order,USD,524,2016-12-31 05:30:47
invoice,EUR,428,2016-03-14 06:08:06
invoice,EUR,127,2016-04-27 15:38:21
order,USD,321,2016-12-05 11:26:41
order,EUR,573,2016-11-02 10:19:49
return,USD,576,2016-01-30 17:49:09
return,GBP,343,2016-02-14 12:17:57
invoice,USD,529,2016-05-03 18:20:57
order,EUR,318,2016-06-04 06:40:19
return,USD,994,2016-07-17 18:28:52
return,GBP,248,2016-10-10 10:20:31
invoice,USD,749,2016-03-21 20:50:35
return,EUR,333,2016-06-02 16:07:31
order,GBP,574,2016-06-28 03:50:56
order,USD,196,2016-04-01 21:40:41
invoice,USD,801,2016-02-06 04:09:48
invoice,GBP,941,2016-10-25 17:02:59
return,EUR,948,2016-05-09 13:41:13
order,GBP,991,2016-06-19 14:04:36
order,EUR,911,2016-04-03 08:06:45
invoice,GBP,67,2016-03-04 07:12:15
invoice,USD,862,2016-07-25 06:10:12
order,EUR,687,2016-10-28 00:17:49
order,GBP,374,2016-09-17 22:37:57
order,EUR,429,2016-03-07 11:16:13
return,USD,44,2016-04-20 07:54:14
order,GBP,844,2016-12-08 06:51:16
invoice,EUR,161,2016-05-21 07:13:09
invoice,GBP,470,2016-04-29 22:53:40
order,GBP,468,2016-07-24 05:54:01
order,USD,556,2016-01-07 23:28:35
order,USD,269,2016-01-09 21:16:56
return,EUR,345,2016-06-01 05:58:43
order,GBP,474,2016-03-12 06:33:32
return,EUR,704,2016-02-26 15:32:03
invoice,USD,133,2016-09-04 14:23:56
order,USD,2,2016-10-12 00:38:57
order,GBP,18,2016-08-16 12:33:26
order,GBP,791,2016-02-05 05:20:11
order,USD,171,2016-05-07 11:21:05
return,GBP,603,2016-03-04 11:29:26
order,GBP,716,2016-11-21 18:24:25
order,EUR,992,2016-01-14 06:07:01
return,EUR,980,2016-12-28 07:25:58
invoice,EUR,145,2016-08-16 13:47:32
invoice,EUR,11,2016-04-04 10:54:04
invoice,USD,262,2016-07-30 18:13:25
return,USD,502,2016-09-18 17:32:32
invoice,USD,753,2016-10-01 10:55:27
return,GBP,653,2016-11-09 06:04:53
return,GBP,142,2016-07-26 09:33:06
invoice,GBP,911,2016-12-11 09:49:00
return,EUR,379,2016-09-27 06:52:26
invoice,USD,545,2016-06-01 02:26:04
order,EUR,866,2016-03-15 11:57:16
order,USD,143,2016-06-03 08:02:05
invoice,EUR,931,2016-12-19 17:29:39
invoice,GBP,403,2016-01-19 19:05:43
invoice,GBP,297,2016-07-09 07:03:03
invoice,USD,273,2016-02-24 12:55:53
order,GBP,485,2016-02-26 19:36:06
invoice,GBP,273,2016-06-14 15:29:33
return,GBP,17,2016-04-23 21:55:57
return,GBP,226,2016-10-19 15:20:31
order,USD,696,2016-10-21 01:50:08
invoice,USD,183,2016-02-02 09:34:16
return,GBP,689,2016-01-21 12:31:08
return,EUR,428,2016-08-26 05:46:51
return,EUR,548,2016-09-07 19:01:03
return,USD,936,2016-11-03 19:41:01
order,USD,712,2016-05-15 01:19:07
return,EUR,315,2016-04-09 13:11:56
invoice,EUR,894,2016-05-08 23:21:28
return,USD,861,2016-04-07 11:56:04
return,USD,537,2016-11-12 08:53:15
return,GBP,722,2016-02-18 22:14:56
invoice,GBP,688,2016-02-08 23:16:14
invoice,USD,357,2016-01-07 02:05:03
return,EUR,373,2016-12-08 06:32:30
invoice,EUR,950,2016-05-16 19:19:52
return,USD,753,2016-12-29 06:59:24
order,USD,598,2016-11-19 02:48:41
return,EUR,936,2016-10-24 00:05:51
invoice,USD,937,2016-02-07 14:48:02
order,EUR,70,2016-01-07 10:22:23
return,USD,486,2016-07-01 13:10:21
return,EUR,5,2016-07-15 10:19:57
order,USD,236,2016-09-29 13:27:18
order,GBP,497,2016-05-17 23:55:59
return,EUR,313,2016-05-09 03:53:12
order,GBP,133,2016-12-30 14:46:31
return,USD,450,2016-04-15 17:49:42
invoice,USD,484,2016-01-26 16:01:13
return,EUR,371,2016-01-03 10:38:01
return,USD,769,2016-07-18 06:35:38
order,GBP,275,2016-05-06 14:43:50
order,EUR,181,2016-08-03 13:07:16
invoice,EUR,583,2016-02-02 17:09:22
order,EUR,618,2016-08-11 02:23:48
invoice,GBP,52,2016-11-24 04:35:02
return,EUR,239,2016-07-11 07:33:40
invoice,EUR,458,2016-09-07 01:58:56
return,GBP,196,2016-07-13 10:55:22
return,USD,68,2016-06-18 07:19:08
invoice,EUR,751,2016-12-24 09:17:04
invoice,USD,702,2016-01-25 13:15:55
order,GBP,846,2016-03-14 06:09:27
return,USD,510,2016-03-20 06:12:39
return,USD,970,2016-09-25 23:43:58
invoice,EUR,339,2016-02-05 05:34:33
return,EUR,964,2016-06-27 16:33:46
invoice,USD,701,2016-06-03 15:44:56
return,EUR,412,2016-11-09 17:29:42
return,GBP,881,2016-10-09 00:45:01
order,USD,312,2016-07-28 05:34:22
order,GBP,315,2016-02-28 19:24:32
return,USD,789,2016-12-09 03:49:04
return,USD,859,2016-02-07 05:03:54
order,EUR,913,2016-06-17 09:01:59
order,GBP,581,2016-02-04 12:54:55
invoice,GBP,449,2016-09-24 12:53:56
invoice,EUR,474,2016-02-28 13:50:22
invoice,GBP,270,2016-04-27 18:08:24
return,GBP,25,2016-03-01 23:13:16
return,GBP,52,2016-12-20 12:13:13
return,GBP,193,2016-04-16 09:11:37
order,USD,192,2016-03-01 17:04:39
invoice,GBP,439,2016-08-08 20:43:48
return,USD,33,2016-04-16 03:25:47
invoice,GBP,830,2016-07-26 16:06:11
order,GBP,173,2016-10-24 01:12:10
return,EUR,961,2016-06-30 17:28:09
order,EUR,797,2016-09-05 20:05:40
order,GBP,534,2016-11-08 09:17:38
invoice,USD,5,2016-10-31 07:47:29
invoice,USD,461,2016-02-16 21:40:11
order,USD,320,2016-06-16 18:14:20
invoice,USD,520,2016-09-08 12:14:48
order,GBP,445,2016-12-19 01:53:05
return,EUR,364,2016-05-11 01:23:34
order,EUR,171,2016-05-28 09:31:07
invoice,GBP,352,2016-03-29 07:58:29
order,GBP,406,2016-01-17 16:12:42
invoice,EUR,645,2016-08-26 07:37:56
invoice,USD,252,2016-08-23 13:23:44
order,USD,895,2016-12-25 00:34:38
invoice,GBP,645,2016-09-01 00:19:12
return,GBP,540,2016-02-18 21:44:56
order,EUR,721,2016-09-15 19:03:32
order,EUR,405,2016-05-30 21:09:51
order,USD,807,2016-10-24 08:15:00
return,USD,643,2016-10-03 07:51:36
invoice,GBP,528,2016-12-26 18:37:35
return,USD,979,2016-04-28 01:11:02
invoice,USD,647,2016-07-08 17:47:33
return,GBP,664,2016-08-24 20:47:53
invoice,USD,619,2016-07-28 13:04:41
order,USD,979,2016-04-28 01:34:20
invoice,USD,112,2016-03-05 04:42:07
order,USD,404,2016-03-12 10:52:16
invoice,EUR,142,2016-12-28 03:19:18
invoice,USD,725,2016-08-18 03:15:51
return,USD,222,2016-02-03 01:33:47
return,EUR,487,2016-08-02 21:13:49
return,GBP,597,2016-05-25 17:46:13
return,USD,542,2016-11-15 21:22:15
invoice,USD,828,2016-06-18 13:05:01
invoice,EUR,856,2016-01-10 13:43:46
return,USD,176,2016-04-17 19:24:55
invoice,EUR,94,2016-07-02 02:34:58
return,EUR,333,2016-04-11 22:34:25
return,USD,634,2016-07-14 21:22:28
return,GBP,544,2016-01-23 00:24:47
order,GBP,637,2016-05-13 13:31:45
invoice,GBP,728,2016-06-21 10:53:44
order,EUR,719,2016-01-29 17:32:14
return,USD,862,2016-12-06 02:50:02
return,EUR,954,2016-11-01 05:10:36
invoice,USD,762,2016-10-18 01:40:59
return,GBP,668,2016-10-29 23:23:58
return,USD,274,2016-04-26 12:45:45
order,GBP,272,2016-12-02 01:03:51
order,USD,450,2016-11-30 14:32:00
invoice,GBP,933,2016-07-17 09:06:04
invoice,EUR,576,2016-01-01 21:39:30
invoice,USD,167,2016-12-13 01:53:52
return,USD,772,2016-05-27 12:42:55
return,EUR,878,2016-12-24 08:39:46
order,USD,706,2016-04-17 20:26:46
return,EUR,659,2016-09-10 13:53:25
invoice,GBP,22,2016-08-30 07:47:05
return,EUR,240,2016-01-16 13:46:18
return,EUR,247,2016-12-06 18:04:42
order,GBP,870,2016-07-07 16:40:34
invoice,USD,630,2016-01-22 02:49:38
return,USD,99,2016-08-14 00:49:33
return,EUR,467,2016-01-02 01:30:15
order,EUR,735,2016-04-20 12:08:54
order,USD,22,2016-07-30 09:00:03
order,USD,82,2016-10-18 00:01:59
return,EUR,397,2016-10-02 09:48:05
invoice,EUR,206,2016-04-03 08:54:59
return,EUR,61,2016-01-16 05:27:17
return,USD,463,2016-02-28 11:07:19
invoice,GBP,766,2016-02-21 02:36:38
return,USD,290,2016-07-24 10:10:25
order,EUR,888,2016-03-08 02:53:45
order,GBP,239,2016-07-18 03:55:31
order,GBP,171,2016-07-14 05:31:52
invoice,GBP,531,2016-06-12 02:32:58
order,EUR,315,2016-11-19 04:28:43
order,USD,822,2016-06-17 05:46:03
order,USD,428,2016-05-30 08:44:34
return,USD,241,2016-11-05 08:02:03
return,GBP,314,2016-09-07 22:06:45
order,USD,699,2016-12-20 21:52:41
order,EUR,326,2016-04-08 18:46:41
invoice,USD,153,2016-02-28 19:17:38
order,USD,79,2016-05-26 23:03:32
invoice,USD,706,2016-09-16 10:09:11
invoice,USD,260,2016-05-24 14:59:42
return,USD,338,2016-02-24 12:01:13
order,EUR,81,2016-06-27 18:01:35
return,GBP,198,2016-02-05 20:01:21
order,EUR,111,2016-01-13 11:33:47
return,USD,527,2016-07-01 02:16:34
invoice,USD,305,2016-04-11 10:58:21
order,GBP,843,2016-11-30 19:37:10
order,EUR,825,2016-03-22 03:06:42
invoice,EUR,566,2016-10-30 17:04:55
order,EUR,387,2016-05-12 19:11:50
invoice,GBP,542,2016-02-20 05:33:01
invoice,EUR,688,2016-06-25 10:00:39
invoice,USD,736,2016-05-23 16:02:28
invoice,GBP,446,2016-04-05 18:28:28
order,EUR,263,2016-11-02 07:29:34
order,GBP,470,2016-03-18 05:15:42
invoice,EUR,457,2016-06-16 03:10:55
return,USD,916,2016-10-24 14:14:45
return,USD,886,2016-04-14 21:22:30
order,USD,372,2016-10-24 11:08:51
invoice,USD,622,2016-08-23 20:53:46
invoice,USD,896,2016-10-09 20:58:48
order,GBP,886,2016-06-22 19:03:48
return,EUR,555,2016-12-04 10:29:29
invoice,USD,766,2016-02-20 02:04:06
invoice,EUR,382,2016-07-30 18:27:49
invoice,USD,719,2016-08-31 00:07:16
order,EUR,306,2016-02-05 00:29:07
invoice,EUR,82,2016-02-02 16:45:40
order,GBP,126,2016-11-18 10:14:01
invoice,GBP,535,2016-07-08 00:59:25
invoice,EUR,733,2016-11-10 15:29:05
return,USD,688,2016-10-17 06:47:37
invoice,USD,574,2016-06-20 22:13:34
order,EUR,280,2016-02-28 00:09:59
order,USD,991,2016-03-13 20:16:42
invoice,USD,231,2016-12-29 22:11:06
order,GBP,211,2016-05-15 12:36:56
invoice,EUR,594,2016-06-03 07:05:57
order,GBP,487,2016-06-22 14:59:37
order,USD,742,2016-05-13 02:51:03
invoice,GBP,963,2016-06-13 03:49:47
return,GBP,763,2016-12-30 17:42:12
return,GBP,178,2016-06-16 18:42:02
return,EUR,458,2016-06-15 10:23:38
return,GBP,951,2016-06-21 20:06:18
order,USD,662,2016-05-24 05:41:57
return,GBP,511,2016-05-30 23:19:15
return,USD,76,2016-10-04 14:02:00
return,EUR,857,2016-12-18 03:39:34
return,USD,675,2016-08-19 03:44:31
order,EUR,490,2016-10-05 18:36:30
return,GBP,275,2016-11-30 01:21:27
invoice,USD,940,2016-03-05 19:40:01
return,EUR,500,2016-03-16 17:39:21
return,USD,46,2016-01-25 23:09:28
order,USD,910,2016-08-09 21:19:00
order,EUR,479,2016-11-12 16:20:00
order,USD,408,2016-05-15 17:19:06
order,USD,53,2016-01-28 10:42:07
order,EUR,145,2016-04-26 23:14:26
order,EUR,388,2016-07-22 18:41:26
invoice,GBP,244,2016-02-11 08:34:10
return,EUR,100,2016-12-02 15:22:37
order,EUR,551,2016-09-25 06:14:14
return,GBP,68,2016-08-15 02:56:27
return,USD,627,2016-03-28 01:23:08
return,GBP,652,2016-07-06 23:10:31
order,USD,996,2016-07-29 14:12:38
return,EUR,682,2016-12-11 20:23:10
order,USD,817,2016-07-01 08:08:28
order,GBP,410,2016-06-12 17:45:40
return,EUR,866,2016-02-26 07:27:59
order,EUR,850,2016-11-28 15:55:35
return,USD,912,2016-04-18 20:25:48
order,EUR,884,2016-11-13 00:12:13
return,USD,846,2016-02-14 17:35:24
return,EUR,595,2016-03-03 11:10:13
return,USD,203,2016-02-10 18:41:46
invoice,USD,207,2016-04-26 15:04:27
order,GBP,163,2016-10-15 11:45:23
return,USD,30,2016-08-24 02:39:19
return,EUR,179,2016-04-14 18:42:10
invoice,GBP,911,2016-01-17 14:06:10
order,EUR,89,2016-04-25 16:10:00
order,USD,81,2016-05-02 06:14:17
invoice,EUR,663,2016-05-25 08:41:54
order,EUR,734,2016-08-04 08:09:32
order,GBP,455,2016-08-15 20:10:33
return,EUR,377,2016-11-14 21:44:55
invoice,USD,797,2016-02-06 21:48:53
invoice,USD,132,2016-08-08 13:05:41
order,USD,219,2016-12-02 10:09:24
invoice,GBP,389,2016-03-16 14:17:11
order,EUR,933,2016-10-12 05:58:30
order,EUR,659,2016-06-23 21:41:50
return,GBP,817,2016-12-24 00:37:30
return,GBP,782,2016-04-03 00:00:06
invoice,GBP,574,2016-12-30 21:42:03
invoice,EUR,818,2016-10-11 03:04:01
invoice,EUR,706,2016-01-10 14:02:43
return,USD,710,2016-01-18 07:13:31
invoice,USD,362,2016-06-16 04:01:24
invoice,USD,432,2016-08-13 19:16:52
order,GBP,312,2016-08-20 10:28:15
return,USD,772,2016-10-20 21:24:43
order,USD,500,2016-04-20 16:41:34
return,USD,827,2016-02-02 18:08:40
return,EUR,685,2016-01-01 05:33:02
order,EUR,825,2016-04-02 01:59:08
return,USD,2,2016-10-09 20:20:37
return,EUR,363,2016-07-19 19:14:24
order,USD,229,2016-05-13 12:42:45
invoice,USD,808,2016-05-22 23:42:12
return,EUR,865,2016-12-31 01:13:05
invoice,GBP,249,2016-02-28 20:52:55
order,USD,725,2016-08-06 22:48:55
invoice,EUR,349,2016-02-06 15:12:58
order,GBP,693,2016-10-06 09:26:44
order,USD,58,2016-01-18 07:46:14
invoice,GBP,605,2016-02-04 22:49:14
return,USD,666,2016-01-28 20:25:13
invoice,GBP,253,2016-03-25 12:30:37
order,GBP,74,2016-10-16 15:55:15
invoice,GBP,815,2016-07-19 04:31:03
invoice,GBP,148,2016-02-24 06:29:27
return,EUR,37,2016-03-08 10:30:51
order,EUR,750,2016-03-13 20:15:50
order,USD,262,2016-12-24 03:11:44
return,USD,877,2016-08-15 11:16:26
invoice,GBP,88,2016-04-18 16:07:32
invoice,EUR,90,2016-03-27 07:28:26
order,USD,480,2016-12-21 22:31:58
order,USD,821,2016-12-16 05:27:09
return,GBP,385,2016-04-14 11:22:10
return,EUR,497,2016-04-03 04:40:02
order,USD,283,2016-08-04 15:36:23
order,GBP,49,2016-03-19 00:32:32
order,EUR,88,2016-11-16 17:05:44
